scorer,,,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1
labeled-data,093929_video,img2245.png,384.6765484005563,445.83759453891116,383.03484171746373,439.974356385009,380.6895464559028,434.11111823110684,377.8751921420298,428.9514686556729,375.76442640662503,422.15011239714636,372.95007209275195,416.2868742432442,369.66665872656677,410.8926951416542,367.3213634650059,405.4985160400642,365.2105977296011,400.3388664646303,362.6307729418842,395.64827594150853
labeled-data,093957_video,img0067.png,385.00963368314183,447.32591815911906,382.68610445504714,441.8339399836226,380.78503508660606,435.91950194847254,377.61658613920423,430.63875370280283,375.50428684093635,425.3580054571331,373.1807576128417,420.07725721146346,370.43476852509343,415.21896882544735,367.47754950751846,409.72699064995084,365.5764801390773,404.8687022639347,361.98557133202195,399.3767240884382
labeled-data,093957_video,img0100.png,384.58717382348823,446.05853858015837,382.68610445504714,439.7216406853547,380.1513452971257,433.59597272037786,377.4053562093775,427.6815346852278,374.6593671216292,422.6120163693849,371.913378033881,416.90880826406163,369.16738894613275,411.4168300885651,366.42139985838446,406.34731177272226,363.67541077063623,401.4890233867061,360.7181917530612,396.63073500069
labeled-data,093957_video,img0179.png,385.64332347262217,446.9034582994655,383.7422541041811,441.8339399836226,380.1513452971257,435.70827201864574,377.61658613920423,430.63875370280283,375.50428684093635,424.513085737826,372.5470678233613,419.0211075623295,369.8010787356131,413.7403593166598,367.900009367172,408.4596110709901,364.942790349597,402.96763289549364,361.3518815425416,398.3205744393043
labeled-data,093957_video,img0206.png,385.00963368314183,446.26976850998517,382.68610445504714,441.8339399836226,380.3625752269525,435.70827201864574,378.4615058585114,429.5826040536689,374.6593671216292,424.513085737826,372.3358378935346,419.0211075623295,369.37861887595955,413.7403593166598,366.63262978821126,408.4596110709901,364.5203304899434,403.601322684974,361.56311147236835,399.7991839480918
labeled-data,093957_video,img0325.png,384.79840375331503,445.42484879067797,382.0524146655668,439.2991808257011,379.3064255778186,433.38474279055106,376.34920656024354,427.470304755401,373.60321747249526,421.55586672025095,370.64599845492023,415.6414286851009,367.900009367172,409.0933008604705,364.7315604197702,403.3900927551472,361.56311147236835,397.8981145796507,358.1834325951398,392.617366333981
labeled-data,093957_video,img0488.png,383.9534840340079,445.2136188608512,380.99626501643286,439.7216406853547,378.03904599885783,433.38474279055106,375.50428684093635,426.83661496592066,373.3919875426685,420.9221769307706,370.64599845492023,415.4301987552741,368.3224692268256,409.30453079029724,365.9989399987309,402.96763289549364,363.2529509109827,397.0531948603436,360.5069618232344,390.9275268953667
labeled-data,093957_video,img0631.png,383.7422541041811,447.95960794859946,380.99626501643286,442.2563998432762,378.03904599885783,435.91950194847254,375.0818269812828,430.0050639133225,372.7582977531881,423.66816601851883,370.0123086654399,417.3312681237152,367.6887794373452,411.6280600183919,364.7315604197702,404.8687022639347,361.56311147236835,398.74303429895787,359.2395822442737,392.4061364041542
labeled-data,093957_video,img0657.png,383.10856431470074,448.17083787842625,379.9401153672989,442.467629773103,377.82781606903103,436.13073187829934,374.4481371918024,429.7938339834957,372.1246079637078,423.87939594834563,369.37861887595955,417.12003819388843,366.2101699285577,409.72699064995084,363.0417209811559,402.75640296566684,359.66204210392726,396.63073500069,356.0711332968719,389.8713772462328
labeled-data,093957_video,img0725.png,383.10856431470074,446.9034582994655,380.1513452971257,440.56656040466186,376.9828963497239,434.6521223695118,374.02567733214886,427.470304755401,371.4909181742274,421.55586672025095,368.74492908647915,416.0638885447545,365.9989399987309,410.571910369258,363.4641808408095,404.6574723341079,360.7181917530612,400.2216438077454,357.972202665313,394.9408955620757
labeled-data,093957_video,img0795.png,383.10856431470074,447.95960794859946,380.57380515677926,442.67885970292974,378.03904599885783,436.9756515976065,374.870597051456,430.84998363262963,372.3358378935346,424.30185580799923,369.5898488057863,418.5986477026759,366.42139985838446,411.8392899482187,363.0417209811559,405.29116212358826,359.87327203375406,399.7991839480918,356.70482308635223,394.09597584276855
labeled-data,093957_video,img0842.png,382.47487452522034,446.9034582994655,379.0951956479918,439.08795089587437,375.2930569111096,431.06121356245643,372.3358378935346,424.7243156676528,369.16738894613275,418.5986477026759,366.42139985838446,411.8392899482187,364.09787063028983,405.50239205341506,361.1406516127148,400.2216438077454,358.1834325951398,394.7296656322489,355.6486734372183,389.4489173865792
labeled-data,093957_video,img0843.png,382.47487452522034,446.48099843981197,379.5176555076453,440.3553304748351,376.7716664198971,434.44089243968506,373.81444740232206,428.3152244747082,371.06845831457383,421.97832657990455,368.1112392969988,416.2751184745813,365.7877100689041,409.93822057977764,363.0417209811559,404.2350124744544,359.66204210392726,398.53180436913107,356.91605301617903,393.0398261936346
labeled-data,093957_video,img0915.png,382.68610445504714,446.9034582994655,379.0951956479918,439.9328706151815,375.92674670058994,433.38474279055106,372.7582977531881,427.04784489574746,369.8010787356131,420.28848714129026,367.26631957769166,414.3740491061402,364.30910056011663,408.24838114116335,360.929421682888,402.75640296566684,357.972202665313,396.63073500069,355.22621357756475,391.34998675502027
labeled-data,093957_video,img1099.png,382.89733438487394,446.9034582994655,380.1513452971257,440.98902026431546,377.1941262795507,435.28581215899214,375.2930569111096,430.42752377297603,372.7582977531881,425.3580054571331,370.64599845492023,419.65479735180986,368.53369915665235,414.58527903596695,366.42139985838446,410.36068043943123,364.7315604197702,405.71362198324186,362.19680126184875,400.85533359722575
labeled-data,093957_video,img1835.png,395.14867031482765,462.5344731066478,390.7128417884651,459.1547942294192,385.2208636129686,454.50773577322985,379.0951956479918,449.2269875275602,373.3919875426685,444.3686991415441,368.3224692268256,439.5104107555279,363.0417209811559,434.8633522993386,357.7609727354862,430.0050639133225,351.6353047705093,424.09062587817243,345.50963680553247,418.3874177728491
labeled-data,093957_video,img1857.png,394.0925206656937,461.90078331716745,387.75562277089006,457.04249493115134,381.6299548059132,451.5505167556548,375.92674670058994,446.26976850998517,370.0123086654399,440.77779033448866,364.5203304899434,435.0745822291654,358.6058924547933,430.2162938431493,354.59252378808435,425.5692353869599,350.15669526172184,421.1334068605974,345.2984068757057,417.1200381938884
labeled-data,093957_video,img1957.png,393.8812907358669,461.26709352768705,389.2342322796776,457.2537248609781,383.9534840340079,452.8178963346155,379.0951956479918,449.01575759773334,374.4481371918024,445.00238893102437,370.0123086654399,441.2002501941422,365.7877100689041,437.18688152743323,361.1406516127148,432.96228293089746,356.2823632266987,428.5264544045349,351.001614981029,423.8793959483456
labeled-data,093957_video,img1988.png,392.82514108673297,460.63340373820665,386.9107030515829,455.352655492537,380.3625752269525,450.2831371766941,374.02567733214886,445.21361886085117,368.3224692268256,439.72164068535466,362.6192611215023,434.2296625098582,357.33851287583263,428.7376843343617,351.8465347003361,424.0906258781724,346.3545565248396,419.44356742198306,341.9187279984771,415.64142868510083
labeled-data,093957_video,img2054.png,393.6700608060401,461.47832345751385,389.0230023498508,457.4649547908049,384.1647139638347,453.0291262644423,378.6727357883382,448.1708378784262,372.5470678233613,442.6788597029297,367.26631957769166,437.60934138708683,361.3518815425416,432.53982307124386,356.0711332968719,427.2590748255742,350.3679251915486,421.7670966500777,344.031027296745,416.06388854475443
labeled-data,093957_video,img2197.png,394.72621045517405,461.68955338734065,388.6005424901972,456.6200350714977,382.2636445953936,451.339286825828,376.34920656024354,446.2697685099851,370.64599845492023,441.83393998362254,365.7877100689041,437.18688152743323,360.7181917530612,432.3285931414171,356.2823632266987,427.2590748255742,350.5791551213754,422.82324629921163,344.8759470160521,417.3312681237152
labeled-data,094138_video,img0043.png,607.6904468526641,530.2906771171853,601.5959049709036,533.4704380989733,596.0313232527744,536.6501990807615,588.8768610437513,540.0949401443652,583.0472992438065,543.2747011261532,576.6877772802303,546.4544621079414,570.5932353984699,550.1641832533608,563.968733353078,553.6089243169645,557.3442313076862,557.0536653805683,550.98470934411,560.498406444172
labeled-data,094138_video,img0088.png,609.2803273435582,530.0256970353696,602.3908452163506,533.4704380989733,596.0313232527744,536.9151791625771,589.4068212073827,539.2999998989181,583.5772594074379,542.2147807988906,578.2776577711244,544.8645816170473,572.1831158893639,548.0443425988353,566.353554089419,551.2241035806235,560.2590122076585,553.8739043987802,553.6345101622668,557.8486056260153
labeled-data,094138_video,img0318.png,609.8102875071895,529.4957368717382,603.4507655436133,532.4105177717106,596.5612834164058,535.5902787534988,589.6718012891984,538.7700397352868,583.3122793256222,542.2147807988906,577.4827175256773,545.6595218624943,570.8582154802855,549.6342230897294,564.2337134348937,553.0789641533331,557.3442313076862,556.7886852987526,550.7197292622943,561.293346689619
labeled-data,094138_video,img0413.png,610.6052277526364,527.3758962172128,603.715745625429,527.3758962172128,597.3562236618528,527.6408762990285,590.9967016982766,528.4358165444755,584.3721996528849,528.7007966262912,577.747697607493,528.4358165444755,571.3881756439168,528.7007966262912,564.4986935167094,529.4957368717382,556.5492910622391,531.0856173626323,549.394828853216,532.4105177717106
labeled-data,094138_video,img0434.png,609.5453074253738,527.1109161353972,602.6558252981663,527.1109161353972,596.8262634982215,527.1109161353972,589.936781371014,528.1708364626598,582.7823191619908,527.3758962172128,575.8928370347833,527.9058563808442,569.7982951530229,528.1708364626598,564.2337134348937,528.7007966262912,557.3442313076862,530.0256970353696,550.7197292622943,530.8206372808166
labeled-data,094138_video,img0589.png,608.7503671799268,558.1135857078309,608.7503671799268,551.4890836624392,609.5453074253738,544.8645816170473,609.5453074253738,538.5050596534711,609.0153472617425,532.4105177717106,609.0153472617425,525.7860157263189,609.0153472617425,519.161513680927,609.0153472617425,512.5370116355351,608.7503671799268,505.9125095901433,608.7503671799268,498.75804738112015
labeled-data,094138_video,img0626.png,610.0752675890052,556.523705216937,609.8102875071895,550.1641832533608,610.3402476708209,543.5396812079689,610.6052277526364,536.9151791625771,610.3402476708209,529.7607169535539,610.6052277526364,522.8712348263464,610.6052277526364,515.7167726173233,610.3402476708209,508.82729049011573,610.6052277526364,501.67282828109256,610.3402476708209,495.04832623570076
labeled-data,094138_video,img0638.png,610.0752675890052,556.2587251351213,610.6052277526364,548.5743027624667,610.3402476708209,541.1548604716279,610.0752675890052,534.0003982626047,609.8102875071895,527.1109161353972,609.5453074253738,519.956453926374,609.8102875071895,513.0669717991665,610.0752675890052,505.6475295083277,610.0752675890052,499.2880075447515,609.2803273435582,492.6635054993597
labeled-data,094138_video,img0917.png,601.5959049709036,551.4890836624392,603.4507655436133,545.129561698863,605.8355862799544,537.1801592443928,607.6904468526641,530.0256970353696,609.0153472617425,521.5463344172681,611.1351879162678,513.3319518809822,612.7250684071619,504.0576490174336,614.314948898056,496.90318680841045,616.699769634397,488.68880427212457,617.494709879844,480.73940181765437
labeled-data,094138_video,img0993.png,601.5959049709036,552.5490039897018,602.3908452163506,545.92450194431,604.2457057890604,538.5050596534711,606.3655464435857,530.8206372808166,606.895506607217,523.4011949899777,608.4853870981111,516.2467327809546,609.5453074253738,509.62223073556277,611.1351879162678,502.2027884447239,611.6651480798992,494.2533859902537,612.7250684071619,486.3039835357835
labeled-data,094138_video,img1389.png,658.6974362184551,701.6786860795356,657.0326652051219,694.7817775957272,655.1300697613127,687.8848691119188,653.2274743175035,680.0366629062056,651.0870544432181,673.3775788528733,649.1844589994089,666.9563192300171,647.2818635555997,660.535059607161,645.6170925422666,654.1137999843048,643.9523215289335,647.4547159309725,641.8119016546481,641.5091051690687
labeled-data,094138_video,img1660.png,658.2217873575028,702.6299838014403,656.5570163441697,696.2087241785841,654.1787720394082,690.2631134166803,651.5627033041704,683.604029363348,648.9466345689327,677.658418601444,646.8062146946473,670.7615101176357,644.665794820362,664.3402504947794,641.5740772241719,657.6811664414472,638.9580084889343,651.9733801100194,636.5797641841727,645.7899449176394
labeled-data,094138_video,img1888.png,658.2217873575028,702.6299838014403,656.3191919136935,696.9221974700126,654.1787720394082,691.452235569061,652.514001026075,685.9822736681095,650.3735811517896,680.5123117671579,648.2331612775042,675.2801742966826,646.330565833695,669.0967391043025,643.9523215289335,663.626777203351,641.8119016546481,657.9189908719233,639.1958329194103,654.1137999843048
labeled-data,094138_video,img1916.png,658.2217873575028,703.3434570928688,656.3191919136935,697.3978463309649,653.940947608932,690.9765867081087,651.8005277346466,685.0309759462049,649.8979322908374,679.3231896147772,647.995336847028,672.4262811309687,646.5683902641712,665.7671970776364,644.665794820362,659.5837618852564,642.7631993765527,653.6381511233525,640.6227795022673,647.9303647919248
labeled-data,094138_video,img1936.png,659.1730850794073,703.819105953821,657.9839629270266,698.1113196223934,656.5570163441697,691.6900599995372,654.1787720394082,685.0309759462049,652.2761765955988,678.6097163233487,650.6114055822658,671.7128078395402,648.9466345689327,665.0537237862079,645.8549169727428,658.8702885938279,643.4766726679811,652.9246778319241,641.5740772241719,646.503418209068
labeled-data,094138_video,img1970.png,658.6974362184551,702.8678082319165,657.0326652051219,697.1600219004888,655.605718622265,691.2144111385849,653.940947608932,685.7444492376334,651.8005277346466,679.7988384757294,649.8979322908374,674.8045254357303,648.7088101384566,669.810212395731,647.2818635555997,665.7671970776364,645.1414436813143,661.2485328985895,642.2875505156004,656.2542198585902
labeled-data,094138_video,img2024.png,657.7461384965504,702.6299838014403,656.0813674832174,697.1600219004888,654.1787720394082,691.2144111385849,651.5627033041704,685.5066248071572,649.422283429885,679.3231896147772,647.0440391251235,673.1397544223971,644.665794820362,667.6697925214456,642.0497260851242,662.4376550509702,639.6714817803627,656.9676931500187,636.5797641841727,651.2599068185909
labeled-data,094138_video,img2045.png,658.6974362184551,703.1056326623926,657.0326652051219,697.3978463309649,655.1300697613127,691.2144111385849,653.4652987479797,685.268800376681,651.5627033041704,679.3231896147772,650.1357567213136,673.3775788528733,647.995336847028,667.6697925214456,646.0927414032188,661.962006190018,643.9523215289335,656.9676931500187,642.5253749460766,650.7842579576387
labeled-data,094138_video,img2201.png,658.4596117879789,703.1056326623926,656.5570163441697,697.3978463309649,654.4165964698843,691.452235569061,652.514001026075,685.9822736681095,650.3735811517896,680.5123117671579,648.2331612775042,674.5667010052541,645.6170925422666,668.8589146738263,643.7144970984573,662.9133039119225,642.5253749460766,657.6811664414472,639.4336573498865,652.2112045404956
labeled-data,094138_video,img2238.png,658.2217873575028,704.2947548147733,656.5570163441697,698.3491440528695,654.8922453308365,692.1657088604895,652.514001026075,687.4092202509664,650.6114055822658,681.7014339195387,648.4709857079804,675.993647588111,646.0927414032188,670.7615101176357,644.665794820362,666.0050215081126,644.1901459594096,661.7241817595418,642.0497260851242,657.443342010971
labeled-data,094224_video,img0001.png,658.8181964838556,706.5205200902772,657.3570681859222,701.472985970144,656.0287697332557,696.4254518500109,654.700471280589,692.3077266467443,653.9034922089891,688.0571715982111,652.9736832921224,683.8066165496779,651.9110445299891,679.6888913464113,651.2468953036557,676.235315369478,650.0514266962558,671.8519304756782,648.7231282435891,667.4685455818783
labeled-data,094224_video,img0039.png,658.8181964838556,706.2548603997438,657.4898980311889,702.668454577544,656.294429423789,698.5507293742775,654.8333011258557,694.8314937068109,654.301981744789,691.1122580393443,653.9034922089891,687.6586820624111,653.505002673189,683.6737867044112,652.4423639110557,679.9545510369446,651.5125549941891,676.633804905278,650.8484057678558,674.641357226278
labeled-data,094224_video,img0116.png,659.3495158649222,706.7861797808106,658.1540472575223,703.5982634944106,657.0914084953889,700.6760068985441,656.1615995785223,696.9567712310775,655.098960816389,693.3703654088775,654.301981744789,689.5182998961443,653.505002673189,686.4632134550111,652.1767042205224,683.0096374780778,650.7155759225891,679.6888913464113,649.3872774699225,675.9696556789447
labeled-data,094224_video,img0215.png,658.8181964838556,705.7235410186772,657.3570681859222,702.269965041744,656.4272592690556,698.8163890648108,655.098960816389,695.7613026236775,654.4348115900557,692.3077266467443,653.6378325184558,689.5182998961443,652.708023601589,686.5960433002778,652.0438743752558,682.8768076328112,651.2468953036557,679.821721191678,650.4499162320558,676.633804905278
labeled-data,094224_video,img0233.png,658.2868771027889,705.3250514828773,657.0914084953889,701.2073262796107,656.294429423789,698.5507293742775,655.6302801974557,694.4330041710109,655.2317906616556,691.643577420411,654.700471280589,688.3228312887444,654.301981744789,685.1349150023444,653.505002673189,681.8141688706779,652.5751937563224,678.8919122748113,651.9110445299891,675.9696556789447
labeled-data,094224_video,img0347.png,659.3495158649222,707.4503290071438,662.4046023060554,702.5356247322773,665.326858901922,698.1522398384773,668.2491154977886,693.2375355636108,671.1713720936552,689.1198103603442,674.2264585347884,684.7364254665443,677.4143748211884,680.6187002632778,679.938141881255,675.9696556789446,682.0634194055216,671.4534409398781,684.8528461561215,667.0700560460782
labeled-data,094224_video,img0665.png,663.9985604492554,709.1771169956105,669.5774139504551,706.7861797808106,674.8906077611217,704.262412720744,680.6022911075883,701.8714755059441,686.579634144588,699.4805382911442,692.5569771815879,697.4880906121442,698.0030008375211,694.3001743257443,703.9803438745209,691.9092371109443,709.5591973757207,688.9869805150778,718.4587970085872,685.6662343834112
labeled-data,094224_video,img0783.png,663.8657306039887,709.708436376677,668.9132647241219,707.1846693166104,674.4921182253217,705.0593917923438,679.4068225001882,702.4027948870106,685.1185058466548,700.0118576722107,690.963019038388,697.3552607668773,696.6747023848545,695.2299832426108,702.1207260407876,692.4405564920108,708.4965586135875,690.0496192772109,714.208241960054,686.8617029908111
labeled-data,094224_video,img0862.png,663.2015813776554,709.309946840877,669.5774139504553,706.7861797808105,675.5547569874551,704.1295828754772,681.2664403339215,701.3401561248772,687.2437833709214,698.9492189100773,693.2211264079212,696.5582816952774,699.4641291354544,694.1673444804775,705.3086423271876,691.6435774204109,710.8874958283874,688.4556611340109,716.5991791748539,685.5334045381444
labeled-data,094224_video,img0883.png,663.3344112229221,709.1771169956104,669.4445841051886,707.3174991618771,675.4219271421883,704.5280724112772,682.1962492507882,701.6058158154107,688.8377415141214,698.8163890648107,695.4792337774545,695.6284727784108,701.987896195521,692.5733863372775,708.7622183041208,690.1824491224776,714.4739016505873,686.463213455011,719.9199253065206,682.7439777875445
labeled-data,094224_video,img1013.png,662.0061127702554,709.8412662219437,668.6476050335885,708.1144782334771,675.2890972969217,705.0593917923438,681.6649298697215,702.4027948870106,686.8452938351214,700.0118576722107,691.6271682647213,697.8865801479441,696.1433830037878,696.4254518500107,699.995448516521,695.0971533973441,704.3788334103209,692.9718758730775,709.0278779946541,691.1122580393443
labeled-data,094224_video,img1032.png,663.0687515323888,709.5756065314104,667.5849662714553,708.2473080787438,671.8355213199885,706.2548603997438,676.351736059055,704.5280724112772,680.8679507981216,702.6684545775439,685.3841655371881,700.9416665890773,689.6347205857213,699.4805382911441,693.7524457889879,697.8865801479441,698.0030008375211,696.6911115405441,703.3161946481877,694.0345146352108
labeled-data,094224_video,img1101.png,662.9359216871221,709.708436376677,668.7804348788552,707.7159886976771,673.8279689989885,705.4578813281438,679.2739926549216,703.1997739586105,685.1185058466548,700.9416665890773,690.8301891931213,698.683559219544,695.8777233132545,696.0269623142108,701.589406659721,694.3001743257441,706.6369407798542,692.3077266467442,712.3486241263207,689.9167894319443
labeled-data,094224_video,img1117.png,662.0061127702554,710.2397557577438,667.319306580922,708.1144782334771,672.7653302368551,706.1220305544772,677.8128643569884,703.3326038038772,683.1260581676548,701.0744964343439,688.8377415141214,699.7461979816774,693.7524457889879,697.3552607668773,699.1984694449211,695.4956429331442,704.6444931008542,693.5031952541442,710.0905167567875,691.2450878846109
labeled-data,094224_video,img1126.png,662.9359216871221,709.5756065314104,667.717796116722,708.2473080787438,673.1638197726551,705.9892007092105,678.344183738055,703.8639231849439,683.7902073939881,701.0744964343439,689.2362310499213,699.4805382911441,694.8150845511212,697.4880906121441,700.393938052321,695.6284727784108,705.175812481921,692.8390460278108,709.9576869115208,690.3152789677442
labeled-data,094224_video,img1703.png,661.7404530797221,709.8412662219437,667.1864767356553,707.9816483882105,672.7653302368551,705.8563708639439,679.0083329643883,703.8639231849439,685.1185058466548,701.6058158154107,691.2286787289213,698.9492189100773,697.4716814564545,696.5582816952774,703.4490244934543,694.5658340162774,708.7622183041208,692.3077266467442,714.0754121147874,690.3152789677442
labeled-data,094224_video,img1828.png,661.4747933891888,709.708436376677,667.4521364261886,708.5129677692771,672.7653302368551,706.2548603997438,678.0785240475217,703.7310933396773,683.5245477034548,702.4027948870106,688.8377415141214,700.676006898544,694.1509353247878,699.6133681364107,699.3312992901878,697.7537503026774,705.0429826366542,696.9567712310774,711.1531555189207,694.9643235520774
labeled-data,094224_video,img1905.png,663.8657306039887,708.9114573050771,669.8430736409886,707.1846693166104,675.6875868327218,705.1922216376105,681.2664403339215,703.0669441133439,687.1109535256547,701.0744964343439,693.0882965626546,699.7461979816774,699.0656395996544,698.683559219544,704.7773229461209,696.5582816952774,710.3561764473208,694.4330041710108,716.0678597937873,692.0420669562109
labeled-data,094224_video,img2070.png,662.0061127702554,709.309946840877,666.7879871998553,707.5831588524104,671.0385422483885,706.5205200902772,675.2890972969217,704.9265619470772,680.336631417055,703.4654336491438,685.1185058466548,702.4027948870106,689.2362310499213,701.0744964343439,692.8226368721213,699.4805382911441,696.6747023848545,698.285069683744,700.2611082070543,697.7537503026774
labeled-data,094224_video,img2231.png,662.9359216871221,709.309946840877,667.1864767356553,707.7159886976771,671.0385422483885,706.2548603997438,675.0234376063884,705.0593917923438,679.1411628096549,703.5982634944105,683.5245477034548,702.6684545775439,688.1735922877881,701.472985970144,692.556977181588,700.277517362744,697.3388516111878,698.8163890648107,702.1207260407876,696.9567712310774
labeled-data,094308_video,img0215.png,609.7018495168526,755.7501798573605,614.7759343968452,753.6505585277084,618.8002086120117,751.9008740863317,623.524356603729,749.9762212008172,628.5984414837216,748.7514420918535,632.9726525871635,747.7016314270275,637.3468636906055,745.9519469856507,642.0710116823227,744.727167876687,645.3954121209385,742.9774834353101,649.9445916685181,741.927672770484
labeled-data,094308_video,img0251.png,610.0517864051279,753.6505585277084,613.9010921761568,752.77571630702,617.575429503048,751.201000309781,622.1246090506276,750.1511896449549,625.7989463775187,749.1013789801289,630.1731574809606,748.5764736477158,634.7223370285402,747.3516945387521,638.5716427995692,745.6020100973753,642.9458539030111,744.727167876687,646.9701281181776,743.1524518794478
labeled-data,094308_video,img0266.png,610.7077206867925,754.0188508065577,615.8519941506922,752.9165064928649,619.8939233008991,751.0792659700436,624.6707486602345,749.0583013949401,630.3661942809805,747.7722330289653,634.5918474834696,746.1187165584261,639.7361209473692,744.2814760356048,644.6966703589867,742.8116836173477,648.7385995091936,741.7093393036549,653.515424868529,739.5046506762694
labeled-data,094308_video,img0347.png,611.6263409482032,753.100230545147,616.4031663075386,751.63043812689,620.2613714054634,749.6094735517866,624.6707486602345,747.9559570812473,629.631298071852,745.7512684538618,634.4081234311874,743.7303038787584,640.6547412087798,741.7093393036549,646.533910881808,739.6883747285515,651.8619083979899,737.667410153448,657.0061818618894,734.9115493692161
labeled-data,094308_video,img0409.png,609.7891004253819,751.4467140746078,616.4031663075386,749.0583013949401,621.7311638237204,747.0373368198367,627.0591613399022,744.4652000878868,633.3057791174946,742.6279595650656,639.0012247382407,740.6069949899621,644.5129463067046,738.7697544671408,650.5758400320149,736.5650658397552,656.455009705043,734.5441012646519,663.436523691764,733.0743088463948
labeled-data,094308_video,img0456.png,612.728685261896,751.4467140746078,618.9753030394884,750.7118178654794,626.3242651307737,750.160645708633,632.2034348038019,747.9559570812473,638.4500525813943,746.4861646629903,644.1454982021403,744.8326481924512,650.2083919274506,743.5465798264762,656.455009705043,742.6279595650656,662.8853515349176,741.5256152513728,669.4994174170744,740.6069949899621
labeled-data,094308_video,img0736.png,612.3612371573317,752.3653343360185,618.2404068303599,752.5490583883006,622.8335081374132,752.3653343360185,627.7940575490306,752.5490583883006,632.5708829083661,752.7327824405828,636.9802601631372,752.7327824405828,641.9408095747548,752.7327824405828,646.1664627772437,752.9165064928649,652.4130805548361,752.7327824405828,656.8224578096074,753.100230545147
labeled-data,094308_video,img0757.png,612.3612371573317,752.1816102837364,617.3217865689493,752.3653343360185,622.0986119282846,752.7327824405828,627.2428853921843,752.3653343360185,634.4081234311874,752.5490583883006,640.838465261062,752.3653343360185,647.6362551955008,752.5490583883006,654.0665970253754,752.5490583883006,659.9457666984035,752.7327824405828,665.6412123191496,752.7327824405828
labeled-data,094308_video,img0877.png,613.2798574187424,752.5490583883006,620.0776473531812,752.3653343360185,626.87543728762,752.5490583883006,633.6732272220589,752.5490583883006,640.838465261062,752.5490583883006,648.3711514046294,752.3653343360185,654.8014932345039,752.3653343360185,659.0271464369929,752.1816102837364,663.6202477440462,751.9978862314542,669.4994174170744,751.9978862314542
labeled-data,094308_video,img1050.png,611.9937890527675,752.3653343360185,617.8729587257957,752.5490583883006,623.5684043465417,752.5490583883006,629.4475740195699,752.9165064928649,635.6941917971623,752.7327824405828,641.3896374179084,752.7327824405828,646.7176349340901,752.7327824405828,652.0456324502719,752.9165064928649,657.5573540187359,752.9165064928649,662.3341793780713,752.9165064928649
labeled-data,094308_video,img1110.png,612.3612371573317,752.1816102837364,617.6892346735136,752.3653343360185,622.8335081374132,752.9165064928649,628.3452297058772,752.7327824405828,633.4895031697769,752.9165064928649,640.2872931042157,753.2839545974291,646.7176349340903,753.4676786497113,653.1479767639648,753.4676786497113,659.9457666984036,754.2025748588399,667.1110047374067,754.2025748588399
labeled-data,094308_video,img1154.png,612.5449612096138,752.5490583883004,619.7101992486168,752.9165064928648,627.6103334967485,752.5490583883004,635.5104677448801,752.7327824405826,643.2268779407297,752.9165064928648,651.6781843457077,754.0188508065575,659.3945945415571,754.3862989111218,667.662176894253,754.3862989111218,675.3785870901024,754.5700229634039,683.4624453905162,754.753747015686
labeled-data,094308_video,img1263.png,612.728685261896,752.1816102837362,620.4450954577454,752.5490583883004,627.9777816013128,752.9165064928648,635.8779158494444,753.4676786497112,643.5943260452939,753.4676786497112,651.1270121888613,754.753747015686,658.8434223847107,754.9374710679681,666.5598325805602,755.1211951202503,673.7250706195633,755.6723672770967,681.4414808154128,755.6723672770967
labeled-data,094308_video,img1285.png,613.2798574187423,752.1816102837362,620.9962676145918,752.5490583883004,628.8964018627235,752.9165064928648,636.4290880062907,753.283954597429,643.7780500975759,753.8351267542754,651.3107362411433,754.3862989111218,659.210870489275,754.5700229634039,666.9272806851245,756.0398153816609,673.1738984627169,756.0398153816609,678.8693440834629,756.0398153816609
labeled-data,094308_video,img1488.png,611.2588928436389,751.0792659700434,617.3217865689492,751.2629900223255,624.4870246079523,751.6304381268898,632.3871588560839,751.997886231454,639.7361209473692,752.7327824405826,646.533910881808,754.0188508065575,652.9642527116825,755.1211951202503,659.9457666984035,754.9374710679681,666.3761085282781,755.1211951202503,673.7250706195633,755.8560913293788
labeled-data,094308_video,img1614.png,611.8100650004852,747.2210608721186,616.0357182029743,743.9140279310403,620.9962676145918,740.0558228331156,625.589368921645,736.5650658397551,630.9173664378269,733.2580328986768,635.326743692598,729.2161037484699,640.4710171564976,725.5416227028272,647.8199792477828,720.5810732912097,653.8828729730932,716.1716960364386,660.1294907506856,712.1297668862317
labeled-data,094308_video,img1621.png,611.9937890527674,747.4047849244008,618.2404068303598,742.076787408219,624.3033005556701,737.2999620488836,631.101090490109,732.155688584984,637.5314323199835,727.3788632256485,644.3292222544223,722.6020378663131,651.3107362411433,718.5601087161062,656.455009705043,714.5181795658995,661.0481110120963,710.6599744679746,666.1923844759959,707.9041136837427
labeled-data,094308_video,img1805.png,591.4166951971688,720.5810732912099,596.3772446087863,723.8881062322882,602.2564142818145,726.4602429642381,608.1355839548427,729.3998278007522,614.5659257847173,732.1556885849842,621.5474397714382,735.0952734214983,627.7940575490306,737.667410153448,633.6732272220588,740.2395468853979,639.3686728428049,742.6279595650656,646.533910881808,744.648924140169
